g E0 Ep1 Epair duration
-0.67 5.97663 3.37986 2.59677 77
-0.66 5.89155 3.35145 2.5401 99
-0.65 5.80609 3.32264 2.48345 95
-0.64 5.72026 3.29344 2.42682 142
-0.63 5.63408 3.26386 2.37022 179
-0.62 5.54756 3.23388 2.31367 101
-0.61 5.46073 3.20354 2.25719 100
-0.6 5.3736 3.17282 2.20078 103
-0.59 5.28621 3.14175 2.14447 104
-0.58 5.19858 3.11032 2.08826 97
-0.57 5.11073 3.07854 2.03219 114
-0.56 5.02271 3.04644 1.97627 112
-0.55 4.93452 3.01401 1.92052 111
-0.54 4.84622 2.98126 1.86496 108
-0.53 4.75783 2.94821 1.80962 107
-0.52 4.66939 2.91488 1.75451 119
-0.51 4.58092 2.88125 1.69967 115
-0.5 4.49246 2.84734 1.64512 50
-0.49 4.40405 2.81317 1.59088 131
-0.48 4.31569 2.77872 1.53697 127
-0.47 4.22744 2.744 1.48343 120
-0.46 4.13928 2.70901 1.43027 130
-0.45 4.05126 2.67374 1.37752 142
-0.44 3.96336 2.63817 1.32519 143
-0.43 3.8756 2.60229 1.27331 152
-0.42 3.78795 2.56607 1.22189 141
-0.41 3.70041 2.52947 1.17094 159
-0.4 3.61294 2.49246 1.12048 152
-0.39 3.52548 2.45496 1.07052 154
-0.38 3.43799 2.41694 1.02105 175
-0.37 3.35037 2.3783 0.972074 195
-0.36 3.26255 2.33896 0.923594 183
-0.35 3.1744 2.2988 0.875597 204
-0.34 3.08578 2.25772 0.828068 236
-0.33 2.99655 2.21556 0.780987 252
-0.32 2.9065 2.17217 0.734328 303
-0.31 2.81542 2.12736 0.688061 330
-0.3 2.72308 2.08093 0.642148 630
-0.29 2.62917 2.03262 0.596546 1346
-0.28 2.56003 2.00002 0.56001 1074
-0.27 2.54001 2 0.540002 434
-0.26 2.52 2 0.520001 247
-0.25 2.5 2 0.5 116
-0.24 2.48 2 0.48 152
-0.23 2.46 2 0.46 134
-0.22 2.44 2 0.44 110
-0.21 2.42 2 0.42 102
-0.2 2.4 2 0.4 92
-0.19 2.38 2 0.38 80
-0.18 2.36 2 0.36 73
-0.17 2.34 2 0.34 67
-0.16 2.32 2 0.32 62
-0.15 2.3 2 0.3 59
-0.14 2.28 2 0.28 57
-0.13 2.26 2 0.26 50
-0.12 2.24 2 0.24 49
-0.11 2.22 2 0.22 47
-0.1 2.2 2 0.2 45
-0.09 2.18 2 0.18 45
-0.08 2.16 2 0.16 40
-0.07 2.14 2 0.14 39
-0.06 2.12 2 0.12 36
-0.05 2.1 2 0.1 35
-0.04 2.08 2 0.08 33
-0.03 2.06 2 0.06 31
-0.02 2.04 2 0.04 29
-0.01 2.02 2 0.02 26
0.01 1.98 2 -0.02 39
0.02 1.96 2 -0.04 30
0.03 1.94 2 -0.06 30
0.04 1.92 2 -0.08 32
0.05 1.9 2 -0.1 33
0.06 1.88 2 -0.12 36
0.07 1.86 2 -0.14 37
0.08 1.84 2 -0.16 39
0.09 1.82 2 -0.18 43
0.1 1.8 2 -0.2 45
0.11 1.78 2 -0.22 45
0.12 1.76 2 -0.24 48
0.13 1.74 2 -0.26 48
0.14 1.72 2 -0.28 51
0.15 1.7 2 -0.3 55
0.16 1.68 2 -0.32 55
0.17 1.66 2 -0.34 70
0.18 1.64 2 -0.36 63
0.19 1.62 2 -0.38 63
0.2 1.6 2 -0.4 63
0.21 1.58 2 -0.42 68
0.22 1.56 2 -0.440001 67
0.23 1.54 2 -0.46 74
0.24 1.52 2 -0.480001 73
0.25 1.5 2.00001 -0.500002 48
0.26 1.48 2 -0.520001 79
0.27 1.46 2 -0.540001 85
0.28 1.44 2.00001 -0.560002 90
0.29 1.42 2 -0.580001 90
0.3 1.4 2 -0.600001 96
0.31 1.38 2 -0.62 104
0.32 1.36 2 -0.64 110
0.33 1.34 2.00001 -0.660005 104
0.34 1.32001 2.00001 -0.680005 110
0.35 1.3 2 -0.700002 123
0.36 1.28 2 -0.720002 133
0.37 1.26 2 -0.740003 134
0.38 1.24 2 -0.760002 143
0.39 1.22 2 -0.780004 150
0.4 1.2 2 -0.800004 166
0.41 1.18 2 -0.820005 179
0.42 1.16 2.00001 -0.840006 185
0.43 1.14 2.00001 -0.860007 201
0.44 1.12 2.00001 -0.880009 216
0.45 1.10001 2.00007 -0.90006 222
0.46 1.08 2.00002 -0.920014 270
0.47 1.06 2.00003 -0.940025 317
0.48 1.04 2.00004 -0.960038 344
0.49 1.02001 2.00008 -0.980078 375
0.5 1.00001 2.00013 -1.00013 213
0.51 0.980014 2.00027 -1.02025 557
0.52 0.960069 2.00229 -1.04223 688
0.53 0.940053 2.00474 -1.06469 1197
0.54 0.919937 2.03023 -1.1103 633
0.55 0.899183 2.06705 -1.16787 474
0.56 0.877713 2.10465 -1.22693 357
0.57 0.855554 2.14221 -1.28666 321
0.58 0.832736 2.17891 -1.34618 286
0.59 0.809284 2.21459 -1.4053 258
0.6 0.78522 2.2499 -1.46468 245
0.61 0.76057 2.28428 -1.52371 225
0.62 0.735365 2.32032 -1.58496 182
0.63 0.709606 2.35097 -1.64136 207
0.64 0.683329 2.38377 -1.70044 180
0.65 0.656548 2.41548 -1.75894 179
0.67 0.60155 2.47679 -1.87524 172
0.68 0.573361 2.50692 -1.93356 184
0.69 0.544733 2.53657 -1.99184 175
0.7 0.515688 2.56663 -2.05095 169
0.71 0.486225 2.59387 -2.10765 184
0.72 0.456364 2.62156 -2.16519 152
0.73 0.42612 2.64849 -2.22237 178
0.74 0.395503 2.67616 -2.28066 154
0.75 0.36452 2.70315 -2.33863 78
0.76 0.333184 2.72911 -2.39593 160
0.77 0.301509 2.75471 -2.45321 144
0.78 0.269501 2.77996 -2.51046 129
0.79 0.237166 2.80537 -2.5682 132
0.81 0.171568 2.85402 -2.68245 113
0.82 0.138314 2.87785 -2.73954 141
0.83 0.10477 2.9019 -2.79713 118
0.84 0.0709469 2.92505 -2.85411 131
0.85 0.0368479 2.94791 -2.91106 135
0.86 0.0024771 2.97046 -2.96798 123
0.88 -0.0670363 3.01631 -3.08334 106
0.89 -0.102174 3.03695 -3.13912 106
0.9 -0.137555 3.05834 -3.19589 106
0.91 -0.173169 3.07947 -3.25264 111
0.92 -0.209016 3.10034 -3.30936 104
0.93 -0.245092 3.12096 -3.36605 107
0.94 -0.281389 3.14133 -3.42272 108
0.96 -0.354621 3.18189 -3.53651 103
0.97 -0.391552 3.2015 -3.59305 88
0.98 -0.428682 3.22088 -3.64956 102
0.99 -0.466009 3.24004 -3.70605 104
1 -0.503533 3.25897 -3.7625 29
1.01 -0.541245 3.27768 -3.81893 96
1.02 -0.579139 3.29618 -3.87532 101
1.03 -0.617214 3.31447 -3.93169 88
1.04 -0.655469 3.33255 -3.98802 96
1.05 -0.693894 3.35105 -4.04495 88
1.06 -0.732489 3.3681 -4.10059 85
1.07 -0.771253 3.38557 -4.15683 96
1.08 -0.810179 3.40285 -4.21303 97
1.09 -0.849262 3.42044 -4.2697 91
1.1 -0.888501 3.43731 -4.32581 87
1.11 -0.927897 3.45399 -4.38188 84
1.14 -1.04696 3.50295 -4.54991 88
1.15 -1.08694 3.51891 -4.60585 83
1.16 -1.12705 3.53471 -4.66176 95
1.17 -1.1673 3.55033 -4.71763 85
1.18 -1.20769 3.56578 -4.77347 88
1.19 -1.2482 3.58107 -4.82927 79
1.21 -1.32961 3.61116 -4.94076 93
1.22 -1.3705 3.62596 -4.99646 79
1.23 -1.41151 3.64035 -5.05186 96
1.24 -1.45264 3.6551 -5.10774 121
1.25 -1.49388 3.66944 -5.16332 44
1.26 -1.53524 3.68362 -5.21887 88
1.27 -1.57671 3.69818 -5.27489 81
1.28 -1.6183 3.71156 -5.32985 82
1.29 -1.65999 3.72578 -5.38577 80
1.3 -1.70179 3.73937 -5.44115 79
1.31 -1.74368 3.75282 -5.4965 85
1.32 -1.78569 3.76612 -5.55181 83
1.33 -1.82779 3.77929 -5.60709 89
1.34 -1.87 3.79233 -5.66233 91
1.35 -1.91229 3.80524 -5.71753 87
1.36 -1.95469 3.81801 -5.7727 84
1.37 -1.99718 3.83065 -5.82783 86
1.38 -2.03976 3.84317 -5.88293 84
1.39 -2.08243 3.85556 -5.93799 82
1.4 -2.12519 3.86782 -5.99301 83
1.41 -2.16804 3.87996 -6.048 87
1.42 -2.21097 3.89198 -6.10295 82
1.43 -2.25398 3.90388 -6.15787 87
1.44 -2.29709 3.91566 -6.21275 77
1.46 -2.38353 3.93888 -6.3224 93
1.47 -2.42687 3.95031 -6.37718 75
1.48 -2.47029 3.96163 -6.43192 81
1.49 -2.51378 3.97285 -6.48663 81
1.5 -2.55735 3.98395 -6.5413 36
1.51 -2.60099 3.99494 -6.59593 81
1.52 -2.64471 4.00646 -6.65116 85
1.53 -2.68849 4.01661 -6.7051 78
1.54 -2.73235 4.02729 -6.75964 82
1.55 -2.77628 4.03786 -6.81414 78
1.56 -2.82027 4.04834 -6.8686 76
1.57 -2.86433 4.05871 -6.92304 84
1.58 -2.90846 4.06898 -6.97744 82
1.59 -2.95265 4.07969 -7.03234 71
1.6 -2.9969 4.08924 -7.08614 80
1.61 -3.04122 4.09922 -7.14044 86
1.62 -3.0856 4.1091 -7.19471 82
1.63 -3.13004 4.11891 -7.24895 81
1.64 -3.17454 4.12861 -7.30315 78
1.65 -3.2191 4.13822 -7.35732 81
1.67 -3.30839 4.15719 -7.46558 83
1.68 -3.35312 4.16653 -7.51965 81
1.69 -3.39791 4.17579 -7.5737 71
1.7 -3.44275 4.18498 -7.62772 78
1.71 -3.48764 4.19407 -7.68171 80
1.72 -3.53259 4.20348 -7.73607 68
1.74 -3.62264 4.22124 -7.84388 79
1.75 -3.66774 4.23 -7.89774 37
1.76 -3.71289 4.23868 -7.95157 73
1.78 -3.80334 4.25581 -8.05915 72
1.79 -3.84864 4.26426 -8.1129 70
1.8 -3.89399 4.27263 -8.16662 68
1.81 -3.93937 4.28094 -8.22031 64
1.82 -3.98481 4.28916 -8.27397 72
1.83 -4.03029 4.29731 -8.32761 69
1.85 -4.12139 4.31341 -8.4348 77
1.86 -4.167 4.32135 -8.48835 68
1.87 -4.21265 4.32922 -8.54188 68
1.88 -4.25835 4.33703 -8.59538 69
1.89 -4.30409 4.34477 -8.64885 70
1.9 -4.34987 4.35243 -8.7023 71
1.91 -4.39569 4.36004 -8.75573 83
1.92 -4.44155 4.36758 -8.80913 71
1.93 -4.48744 4.37505 -8.8625 72
1.94 -4.53338 4.38246 -8.91585 65
1.95 -4.57935 4.38982 -8.96917 69
1.96 -4.62537 4.3971 -9.02247 72
1.97 -4.67142 4.40433 -9.07574 67
1.98 -4.7175 4.41149 -9.129 70
1.99 -4.76363 4.4186 -9.18222 71
2 -4.80978 4.42564 -9.23542 30
