g E0 Ep1 Epair duration
-0.87 3.18188 2.34546 0.836424 149
-0.86 3.17224 2.34044 0.8318 146
-0.85 3.16254 2.33542 0.827116 145
-0.84 3.15278 2.33041 0.822372 146
-0.83 3.14296 2.32539 0.817566 144
-0.82 3.13308 2.32038 0.812698 139
-0.81 3.12313 2.31537 0.807767 108
-0.8 3.11313 2.31036 0.802772 106
-0.79 3.10307 2.30535 0.797713 109
-0.78 3.09294 2.30035 0.792587 115
-0.77 3.08274 2.29535 0.787394 106
-0.76 3.07248 2.29035 0.782134 110
-0.75 3.06216 2.28535 0.776805 107
-0.74 3.05177 2.28036 0.771405 107
-0.73 3.04131 2.27538 0.765935 108
-0.72 3.03078 2.27039 0.760392 108
-0.71 3.02019 2.26541 0.754776 117
-0.7 3.00952 2.26044 0.749085 109
-0.69 2.99879 2.25547 0.743318 108
-0.68 2.98798 2.2505 0.737473 108
-0.67 2.97709 2.24554 0.73155 108
-0.66 2.96614 2.24059 0.725547 108
-0.65 2.95511 2.23565 0.719462 108
-0.64 2.944 2.23071 0.713294 108
-0.63 2.93282 2.22578 0.707041 109
-0.62 2.92155 2.22085 0.700702 109
-0.61 2.91021 2.21594 0.694275 108
-0.6 2.89879 2.21103 0.687758 108
-0.59 2.88729 2.20614 0.681149 107
-0.58 2.8757 2.20125 0.674447 107
-0.57 2.86403 2.19638 0.667649 107
-0.56 2.85227 2.19152 0.660753 117
-0.55 2.84043 2.18667 0.653758 109
-0.54 2.8285 2.18184 0.64666 110
-0.53 2.81648 2.17702 0.639459 110
-0.52 2.80437 2.17222 0.632151 109
-0.51 2.79217 2.16743 0.624733 109
-0.5 2.77987 2.16267 0.617205 109
-0.49 2.76748 2.15792 0.609562 118
-0.48 2.75499 2.15319 0.601801 110
-0.47 2.7424 2.14848 0.593921 109
-0.46 2.72972 2.1438 0.585918 110
-0.45 2.71693 2.13914 0.577789 108
-0.44 2.70404 2.1345 0.569531 108
-0.43 2.69104 2.1299 0.56114 109
-0.42 2.67794 2.12532 0.552614 107
-0.41 2.66472 2.12078 0.543947 150
-0.4 2.6514 2.11626 0.535138 148
-0.39 2.63797 2.11179 0.526181 148
-0.38 2.62442 2.10734 0.517073 149
-0.37 2.61075 2.10294 0.507809 148
-0.36 2.59697 2.09858 0.498386 156
-0.35 2.58306 2.09426 0.488798 144
-0.34 2.56903 2.08999 0.479042 144
-0.33 2.55488 2.08577 0.469111 144
-0.32 2.5406 2.0816 0.459002 144
-0.31 2.52619 2.07748 0.448709 150
-0.3 2.51165 2.07343 0.438227 128
-0.29 2.49698 2.06943 0.427549 107
-0.28 2.48217 2.0655 0.416671 105
-0.27 2.46722 2.06163 0.405586 105
-0.26 2.45212 2.05783 0.394288 104
-0.25 2.43688 2.05411 0.382771 105
-0.24 2.4215 2.05047 0.371027 114
-0.23 2.40596 2.04691 0.359051 107
-0.22 2.39028 2.04344 0.346835 105
-0.21 2.37443 2.04006 0.334371 105
-0.2 2.35843 2.03678 0.321653 106
-0.19 2.34227 2.0336 0.308672 106
-0.18 2.32594 2.03052 0.29542 106
-0.17 2.30944 2.02755 0.281889 105
-0.16 2.29277 2.0247 0.268071 113
-0.15 2.27593 2.02198 0.253956 104
-0.14 2.25891 2.01938 0.239536 106
-0.13 2.24171 2.01691 0.224802 106
-0.12 2.22433 2.01458 0.209743 105
-0.11 2.20675 2.0124 0.194351 105
-0.1 2.18899 2.01037 0.178615 105
-0.09 2.17103 2.0085 0.162525 112
-0.08 2.15287 2.0068 0.146071 106
-0.07 2.13451 2.00527 0.129241 104
-0.06 2.11594 2.00392 0.112026 105
-0.05 2.09717 2.00275 0.0944139 105
-0.04 2.07818 2.00178 0.0763936 104
-0.03 2.05897 2.00101 0.0579537 104
-0.02 2.03954 2.00046 0.0390826 104
-0.01 2.01988 2.00012 0.0197687 109
0 2 2 0 70
0.01 1.97988 2.00012 -0.0202353 101
0.02 1.95953 2.00048 -0.0409494 103
0.03 1.93893 2.00109 -0.0621542 103
0.04 1.91809 2.00195 -0.083862 104
0.05 1.897 2.00308 -0.106085 105
0.06 1.87566 2.00449 -0.128835 152
0.07 1.85405 2.00618 -0.152124 143
0.08 1.83219 2.00815 -0.175965 144
0.09 1.81006 2.01043 -0.200369 144
0.1 1.78766 2.01301 -0.225348 144
0.11 1.76499 2.0159 -0.250913 143
0.12 1.74204 2.01912 -0.277077 143
0.13 1.71881 2.02266 -0.303849 145
0.14 1.69529 2.02653 -0.331241 121
0.15 1.67149 2.03075 -0.359262 133
0.16 1.64739 2.03531 -0.387925 171
0.17 1.623 2.04023 -0.417237 117
0.18 1.5983 2.04551 -0.447208 107
0.19 1.5733 2.05115 -0.477847 106
0.2 1.548 2.05716 -0.509161 106
0.21 1.52239 2.06355 -0.54116 107
0.22 1.49646 2.07031 -0.573849 107
0.23 1.47022 2.07745 -0.607234 106
0.24 1.44366 2.08498 -0.641322 115
0.25 1.41677 2.09289 -0.676118 108
0.26 1.38957 2.10119 -0.711625 107
0.27 1.36203 2.10988 -0.747848 108
0.28 1.33417 2.11896 -0.784788 106
0.29 1.30598 2.12842 -0.822448 106
0.3 1.27745 2.13828 -0.860829 107
0.31 1.24859 2.14852 -0.899931 105
0.32 1.21939 2.15914 -0.939754 114
0.33 1.18985 2.17015 -0.980295 107
0.34 1.15998 2.18153 -1.02155 107
0.35 1.12976 2.19328 -1.06352 107
0.36 1.0992 2.20541 -1.10621 106
0.37 1.0683 2.2179 -1.14959 105
0.38 1.03706 2.23074 -1.19368 108
0.39 1.00548 2.24393 -1.23846 114
0.4 0.973552 2.25747 -1.28392 109
0.41 0.941283 2.27134 -1.33006 108
0.42 0.908671 2.28554 -1.37687 107
0.43 0.875718 2.30006 -1.42434 107
0.44 0.842423 2.31489 -1.47246 108
0.45 0.808788 2.33001 -1.52123 108
0.46 0.774813 2.34543 -1.57061 104
0.47 0.740501 2.36112 -1.62062 106
0.48 0.705851 2.37708 -1.67123 105
0.49 0.670867 2.3933 -1.72244 105
0.5 0.635548 2.40977 -1.77422 106
0.51 0.599899 2.42647 -1.82657 105
0.52 0.563919 2.44339 -1.87947 105
0.53 0.527612 2.46052 -1.93291 111
0.54 0.49098 2.47785 -1.98687 154
0.55 0.454025 2.49537 -2.04135 145
0.56 0.41675 2.51307 -2.09631 145
0.57 0.379158 2.53092 -2.15177 145
0.58 0.341251 2.54893 -2.20768 145
0.59 0.303032 2.56708 -2.26405 154
0.6 0.264504 2.58536 -2.32086 145
0.61 0.225671 2.60376 -2.37809 144
0.62 0.186535 2.62226 -2.43573 143
0.63 0.1471 2.64086 -2.49376 145
0.64 0.107369 2.65954 -2.55217 137
0.65 0.067346 2.67829 -2.61094 115
0.66 0.0270337 2.6971 -2.67007 105
0.67 -0.0135641 2.71597 -2.72954 107
0.68 -0.0544438 2.73488 -2.78933 106
0.69 -0.0956019 2.75382 -2.84943 106
0.7 -0.137035 2.77279 -2.90982 106
0.71 -0.178738 2.79177 -2.97051 106
0.72 -0.22071 2.81075 -3.03146 112
0.73 -0.262945 2.82974 -3.09268 106
0.74 -0.305439 2.84871 -3.15415 105
0.75 -0.348191 2.86766 -3.21585 106
0.76 -0.391194 2.88658 -3.27778 106
0.77 -0.434447 2.90548 -3.33992 104
0.78 -0.477944 2.92433 -3.40227 106
0.79 -0.521683 2.94313 -3.46481 107
0.8 -0.56566 2.96188 -3.52754 113
0.81 -0.60987 2.98057 -3.59044 105
0.82 -0.654311 2.9992 -3.65351 106
0.83 -0.698979 3.01775 -3.71673 104
0.84 -0.74387 3.03624 -3.78011 106
0.85 -0.78898 3.05464 -3.84362 111
0.86 -0.834307 3.07295 -3.90726 121
0.87 -0.879846 3.09118 -3.97102 114
0.88 -0.925594 3.10931 -4.03491 105
0.89 -0.971547 3.12735 -4.0989 106
0.9 -1.0177 3.14529 -4.16299 106
0.91 -1.06406 3.16312 -4.22718 105
0.92 -1.11061 3.18085 -4.29146 106
0.93 -1.15735 3.19847 -4.35582 104
0.94 -1.20428 3.21598 -4.42026 106
0.95 -1.2514 3.23337 -4.48477 106
0.96 -1.29869 3.25065 -4.54934 131
0.97 -1.34617 3.26781 -4.61398 128
0.98 -1.39383 3.28485 -4.67867 128
0.99 -1.44165 3.30176 -4.74342 128
1 -1.48965 3.31856 -4.80821 130
1.01 -1.53782 3.33523 -4.87305 135
1.02 -1.58615 3.35178 -4.93792 128
1.03 -1.63464 3.36819 -5.00283 124
1.04 -1.68329 3.38449 -5.06777 141
1.05 -1.73209 3.40065 -5.13274 174
1.06 -1.78105 3.41668 -5.19774 185
1.07 -1.83016 3.43259 -5.26275 137
1.08 -1.87942 3.44837 -5.32779 112
1.09 -1.92883 3.46401 -5.39284 135
1.1 -1.97837 3.47953 -5.4579 141
1.11 -2.02806 3.49492 -5.52298 126
1.12 -2.07789 3.51017 -5.58806 120
1.13 -2.12785 3.5253 -5.65314 129
1.14 -2.17794 3.54029 -5.71824 117
1.15 -2.22817 3.55516 -5.78333 120
1.16 -2.27852 3.5699 -5.84842 105
1.17 -2.329 3.58451 -5.91351 105
1.18 -2.3796 3.59899 -5.97859 105
1.19 -2.43033 3.61334 -6.04367 105
1.2 -2.48118 3.62756 -6.10874 105
1.21 -2.53214 3.64166 -6.1738 106
1.22 -2.58322 3.65563 -6.23885 104
1.23 -2.63442 3.66947 -6.30389 106
1.24 -2.68572 3.68319 -6.36892 105
1.25 -2.73714 3.69679 -6.43393 104
1.26 -2.78867 3.71026 -6.49893 113
1.27 -2.8403 3.72361 -6.56391 106
1.28 -2.89204 3.73684 -6.62887 105
1.29 -2.94387 3.74994 -6.69382 104
1.3 -2.99581 3.76293 -6.75875 103
1.31 -3.04785 3.7758 -6.82365 104
1.32 -3.09999 3.78855 -6.88854 104
1.33 -3.15223 3.80118 -6.9534 104
1.34 -3.20455 3.81369 -7.01825 104
1.35 -3.25698 3.82609 -7.08307 104
1.36 -3.30949 3.83838 -7.14786 121
1.37 -3.36209 3.85055 -7.21264 104
1.38 -3.41478 3.86261 -7.27739 133
1.39 -3.46756 3.87455 -7.34211 106
1.4 -3.52042 3.88639 -7.40681 103
1.41 -3.57337 3.89812 -7.47149 111
1.42 -3.6264 3.90974 -7.53614 103
1.43 -3.67951 3.92125 -7.60076 107
1.44 -3.7327 3.93265 -7.66536 115
1.45 -3.78598 3.94395 -7.72993 104
1.46 -3.83932 3.95515 -7.79447 104
1.47 -3.89275 3.96624 -7.85899 136
1.48 -3.94625 3.97723 -7.92348 154
1.49 -3.99982 3.98812 -7.98794 142
1.5 -4.05347 3.99891 -8.05238 141
1.51 -4.10719 4.0096 -8.11679 142
1.52 -4.16098 4.02019 -8.18117 141
1.53 -4.21483 4.03069 -8.24552 149
1.54 -4.26876 4.04109 -8.30985 143
1.55 -4.32275 4.05139 -8.37414 143
1.56 -4.37681 4.0616 -8.43841 144
1.57 -4.43094 4.07172 -8.50265 142
1.58 -4.48513 4.08174 -8.56687 139
1.59 -4.53938 4.09168 -8.63105 117
1.6 -4.59369 4.10152 -8.69521 104
1.61 -4.64807 4.11127 -8.75934 104
1.62 -4.7025 4.12094 -8.82345 102
1.63 -4.757 4.13052 -8.88752 103
1.64 -4.81155 4.14001 -8.95157 103
1.65 -4.86617 4.14942 -9.01559 103
1.66 -4.92083 4.15875 -9.07958 113
1.67 -4.97556 4.16799 -9.14355 103
1.68 -5.03034 4.17715 -9.20748 103
1.69 -5.08517 4.18622 -9.27139 102
1.7 -5.14006 4.19522 -9.33528 102
1.71 -5.195 4.20414 -9.39913 102
1.72 -5.24999 4.21297 -9.46296 102
1.73 -5.30503 4.22173 -9.52677 102
1.74 -5.36012 4.23042 -9.59054 110
1.75 -5.41527 4.23902 -9.65429 99
1.76 -5.47046 4.24756 -9.71801 103
1.77 -5.5257 4.25601 -9.78171 103
1.78 -5.58099 4.2644 -9.84538 103
1.79 -5.63632 4.27271 -9.90903 103
1.8 -5.6917 4.28095 -9.97265 102
1.81 -5.74713 4.28911 -10.0362 110
1.82 -5.8026 4.29721 -10.0998 104
1.83 -5.85811 4.30524 -10.1634 103
1.84 -5.91367 4.3132 -10.2269 103
1.85 -5.96928 4.32109 -10.2904 103
1.86 -6.02492 4.32891 -10.3538 103
1.87 -6.08061 4.33667 -10.4173 102
1.88 -6.13633 4.34436 -10.4807 104
1.89 -6.1921 4.35198 -10.5441 146
1.9 -6.24791 4.35954 -10.6075 143
1.91 -6.30376 4.36704 -10.6708 142
1.92 -6.35965 4.37448 -10.7341 141
1.93 -6.41557 4.38185 -10.7974 142
1.94 -6.47154 4.38916 -10.8607 149
1.95 -6.52754 4.39641 -10.924 143
1.96 -6.58358 4.4036 -10.9872 143
1.97 -6.63965 4.41073 -11.0504 141
1.98 -6.69577 4.4178 -11.1136 142
1.99 -6.75191 4.42482 -11.1767 140
2 -6.80809 4.43178 -11.2399 143
